"subject","total_ALL_1000GP","positive_count","negative_count","positive_effect","negative_effect","effect_sum"
"FIN",3878,2172,1706,104.3180084,-84.04688538,20.27112302
"FIN",3898,1975,1923,94.4158608,-93.13649678,1.27936402
"FIN",3874,1863,2011,88.2371616,-97.24468068,-9.00751908
"FIN",3900,2050,1850,101.72295,-86.04242554,15.68052446
"FIN",3871,2170,1701,109.7952378,-77.15139408,32.64384372
"FIN",3963,1992,1971,94.6857955,-95.01151034,-0.32571484
"FIN",3809,2207,1602,102.0814856,-80.81539134,21.26609426
"FIN",3974,1808,2166,84.822491,-106.28281254,-21.46032154
"FIN",3950,2336,1614,114.7354854,-76.64563858,38.08984682
"FIN",3834,2197,1637,112.6616768,-71.90965734,40.75201946
"CHS",3832,2085,1747,107.3381275,-77.25911018,30.07901732
"CHS",3805,1788,2017,90.5102736,-91.07621928,-0.56594568
"CHS",3913,2183,1730,117.1421956,-71.31847178,45.82372382
"CHS",3937,2176,1761,110.8477896,-76.64066458,34.20712502
"CHS",3914,1800,2114,95.4905516,-93.58425958,1.90629202
"CHS",3816,2009,1807,104.3764005,-80.62022608,23.75617442
"CHS",3839,2131,1708,108.6896066,-75.42477378,33.26483282
"CHS",3909,2191,1718,116.5381796,-71.99532378,44.54285582
"CHS",3937,2129,1808,112.2944607,-78.56616294,33.72829776
"CHS",3876,2172,1704,116.7463516,-70.86682378,45.87952782
"CHS",3964,2325,1639,122.1326895,-72.39822988,49.73445962
"CHS",3780,1888,1892,99.0273425,-84.78509538,14.24224712
"CHS",3881,1742,2139,97.4734264,-89.74486658,7.72855982
"CHS",3763,1831,1932,97.6224278,-84.02192228,13.60050552
"CHS",3881,2078,1803,111.5120656,-75.42531088,36.08675472
"CHS",3864,2145,1719,112.5267816,-72.76086258,39.76591902
"CHS",3899,2265,1634,120.1494876,-67.83816208,52.31132552
"CHS",3796,1602,2194,85.0548796,-96.49690628,-11.44202668
"CHS",3848,2059,1789,110.8609047,-77.49905494,33.36184976
"CHS",3922,2066,1856,100.5498676,-85.38050708,15.16936052
"CHS",3804,2089,1715,107.5994474,-76.60704808,30.99239932
"CHS",3790,1933,1857,97.1889817,-87.71351374,9.47546796
"CHS",3795,2126,1669,115.7742186,-70.14441058,45.62980802
"CHS",3804,1970,1834,105.1755357,-79.23446124,25.94107446
"CHS",3904,2118,1786,109.6471078,-78.69001078,30.95709702
"CHS",3778,1909,1869,96.9982566,-85.70349858,11.29475802
"CHS",3822,1938,1884,97.4213746,-85.36367358,12.05770102
"CHS",3737,2034,1703,107.1791606,-71.63030958,35.54885102
"CHS",3891,2028,1863,110.9241924,-75.8257592,35.0984332
"CHS",3823,1880,1943,94.4871166,-88.44127828,6.04583832
"CHS",3877,1957,1920,105.1464366,-79.57028308,25.57615352
"CHS",3915,2108,1807,115.595749,-73.60705254,41.98869646
"CHS",3807,1925,1882,108.8390106,-74.40821828,34.43079232
"CHS",3952,2142,1810,110.1934236,-79.88085908,30.31256452
"CHS",3852,2023,1829,111.7779747,-77.18103474,34.59693996
"CHS",3852,2178,1674,116.0499798,-70.25328188,45.79669792
"CHS",3889,2085,1804,113.3402195,-73.52888408,39.81133542
"CHS",3828,2152,1676,109.8671336,-74.53279528,35.33433832
"CHS",3905,2194,1711,113.7626125,-73.33911438,40.42349812
