"subject","total_ALL_1000GP","positive_count","negative_count","positive_effect","negative_effect","effect_sum"
"CHS",11700,6780,4920,356.626286707,-234.54631506,122.079971647
"CHS",11681,5617,6064,279.794910087,-308.69362066,-28.898710573
"CHS",11609,5525,6084,289.694316437,-294.44912541,-4.754808973
"CHS",11565,5854,5711,316.414805127,-271.03953457,45.375270557
"CHS",11596,5889,5707,307.672460434,-273.36827606,34.304184374
"CHS",11543,6480,5063,353.726455207,-230.0985804,123.627874807
"CHS",11698,6118,5580,325.449615907,-264.83448485,60.615131057
"CHS",11701,6101,5600,320.795543067,-270.86799317,49.927549897
"CHS",11484,6186,5298,303.231989524,-274.3232942,28.908695324
"CHS",11574,6332,5242,332.581985437,-253.83232571,78.749659727
"CHS",11559,5959,5600,324.804115207,-266.39172695,58.412388257
"CHS",11628,6069,5559,320.956907407,-265.97538565,54.981521757
"CHS",11741,6046,5695,313.869504037,-280.59205481,33.277449227
"CHS",11695,5545,6150,266.856037237,-322.34513501,-55.489097773
"PUR",11928,6039,5889,326.884868654,-279.61076966,47.274098994
"PUR",11859,6358,5501,334.683215394,-265.52185414,69.161361254
"PUR",11580,6141,5439,296.280174187,-287.34674814,8.933426047
"PUR",11683,5867,5816,296.728192844,-294.54737726,2.180815584
"PUR",11667,6802,4865,350.868257647,-238.89902086,111.969236787
"PUR",11747,5842,5905,293.781545914,-300.21266432,-6.431118406
"PUR",11541,6003,5538,313.56012767,-270.25186108,43.30826659
"PUR",11560,6124,5436,308.661989304,-278.1209312,30.541058104
"PUR",11754,5342,6412,266.07998483,-329.27120987,-63.19122504
"CDX",11601,6290,5311,322.151286457,-263.50483185,58.646454607
"CDX",11616,6345,5271,341.752586007,-246.10309655,95.649489457
"CDX",11661,5900,5761,314.192824807,-274.6237493,39.569075507
"CDX",11539,6142,5397,315.904604624,-264.7249078,51.179696824
"CDX",11672,6054,5618,306.754987507,-281.2303058,25.524681707
"CDX",11592,6269,5323,339.088999794,-247.95628864,91.132711154
"CDX",11538,5986,5552,306.217898007,-275.5555089,30.662389107
"CDX",11623,6132,5491,318.500612137,-266.08661131,52.414000827
"CDX",11590,5719,5871,309.595646737,-278.81749896,30.778147777
"CDX",11818,5271,6547,271.610387307,-323.0032117,-51.392824393
"CDX",11740,5997,5743,321.440500007,-273.45373405,47.986765957
"CDX",11760,6083,5677,321.689576494,-271.22137854,50.468197954
"CDX",11777,6062,5715,324.069590007,-270.1082549,53.961335107
"CDX",11617,5585,6032,291.797244924,-295.985699,-4.188454076
"CDX",11635,5689,5946,300.929505694,-289.59368324,11.335822454
"PUR",11768,5803,5965,303.516630247,-295.61644842,7.900181827
"PUR",11867,6464,5403,339.840761157,-265.21304353,74.627717627
"PUR",11504,5813,5691,293.877700967,-288.91350841,4.964192557
"PUR",11430,6166,5264,320.673655317,-260.37921541,60.294439907
